INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
344 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023300039,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1006357,236833
1523 ST JOHNS PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3013800072,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/17/2015,1004435,183525
360 REID AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016860049,12/12/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/22/2015,1004052,187250
321 EAST  119 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,08,1017960112,12/28/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/13/2015,1002064,230253
2573 EAST   19 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074400057,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,997952,153904
2050 FREDERICK DOUGLAS BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 28,09,1018270001,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,995984,231223
666 FOURTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006360040,12/10/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/05/2015,985659,180992
1370 ZEREGA AVENUE,BRONX,10 BRONX,Precinct 45,18,2038460201,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/24/2015,1026820,244058
 TAAFFE PLACE between LITTLE NASSAU STREET & PARK AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,,12/17/2014,Closed,10-90Z - Gone on Arrival,12/17/2014,995127,193225
50 DIVISION PLACE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028500014,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,1001240,201842
2725 EAST   11 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087620046,12/29/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,03/30/2015,995608,152196
264 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1017210037,12/17/2014,Open,Site downloaded for cleaning,,999132,233191
 442 14 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/29/2014,Open,Property Research Required,,,
432 coneyisland av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/16/2014,Open,Further research is necessary to identify an owner for the property.,,,
1489 DEAN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,36,,12/19/2014,Open,Further research is necessary to identify an owner for the property.,,1001129,185677
117 grattau st,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/03/2014,Open,Further research is necessary to identify an owner for the property.,,,
255-13 HILLSIDE AVENUE,QUEENS,13 QUEENS,Precinct 105,23,4087670101,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,1063891,207704
327 AUDUBON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021550001,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2015,1003017,248581
400 THATFORD AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,42,3036030042,12/24/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1009931,179941
987 WESTCHESTER AVENUE,BRONX,02 BRONX,Precinct 41,17,2027150055,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1013427,239246
30 WEST FORDHAM ROAD,BRONX,07 BRONX,Precinct 52,14,2031990026,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1011172,253594
754 FOURTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006510039,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/26/2015,984851,179973
332 STAGG STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030380021,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/20/2015,1002085,198039
516 HUDSON STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006190007,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/10/2015,982501,206539
15 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004290037,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/09/2015,988135,202579
415 SARATOGA AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014640001,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,1007297,184020
6104 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057930040,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/11/2015,980788,171043
211-43 JAMAICA AVENUE,QUEENS,13 QUEENS,Precinct 105,23,4105460080,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1054109,200036
222 WILLIS AVENUE,BRONX,01 BRONX,Precinct 40,08,2022820001,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/21/2015,1005469,233825
203 M AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065380054,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,991703,163911
485 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053530088,12/11/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/26/2015,989990,173255
2583 EAST   19 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074400052,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,997961,153849
2418 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2038460010,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/21/2015,1026777,244287
808 ST JOHNS PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012540026,12/11/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/11/2015,997745,183993
3184 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2042380001,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/07/2015,1031302,249416
1451 EAST GUN HILL ROAD,BRONX,12 BRONX,Precinct 47,12,2047620098,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/16/2015,1027452,255992
3398 BOSTON ROAD,BRONX,12 BRONX,Precinct 47,12,2047340006,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1025513,258246
3601 RIVERDALE AVENUE,BRONX,08 BRONX,Precinct 50,11,2057960167,11/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/07/2015,1009949,262336
9 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002977503,12/19/2014,Open,Site downloaded for cleaning,,987011,199773
112 HUGH GRANT CIRCLE,BRONX,09 BRONX,Precinct 43,18,2037940100,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/22/2015,1022621,242702
1050 FLUSHING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031550026,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/20/2015,1003844,195945
245 BELMONT AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3037320001,12/03/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/29/2015,1011754,183335
6 NEVINS STREET,BROOKLYN,02 BROOKLYN,Precinct 84,33,3001610047,12/02/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/05/2015,989511,190120
396 HOOPER STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024130002,12/29/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/18/2015,997519,197970
341 8 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007510001,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,985142,211668
1012 SOUTHERN BOULEVARD,BRONX,02 BRONX,Precinct 41,17,2027430001,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,1014191,239335
874 THOMAS S BOYLAND STREET,BROOKLYN,16 BROOKLYN,Precinct 73,42,3036110037,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1008973,179318
1241 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3052100024,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,996689,172468
43-20 25 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4007020047,11/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2015,1009440,218623
71-22 35 AVENUE,QUEENS,03 QUEENS,Precinct 115,25,4012710006,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2015,1013449,212808
8416 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060260047,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2015,977188,166134
35 CLARK STREET,BROOKLYN,02 BROOKLYN,Precinct 84,33,3002300017,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,985675,193565
2682 FULTON STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3036710018,12/05/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/21/2015,1013186,186101
21 WHARTON PLACE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041050075,12/19/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/19/2015,1019100,190044
34-41 85 STREET,QUEENS,03 QUEENS,Precinct 115,25,4014460045,12/28/2014,Closed,Cleaning crew dispatched.  Owner refused.,04/10/2015,1016932,213619
215-01 115 ROAD,QUEENS,13 QUEENS,Precinct 105,27,4112800014,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/06/2015,1055472,194320
5016 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007930036,12/11/2014,Closed,Cleaning crew dispatched.  Owner refused.,04/02/2015,982564,173284
2601 WESTCHESTER AVENUE,BRONX,11 BRONX,Precinct 49,13,2041330001,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/21/2015,1028124,245708
233 SOUTH    1 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023950033,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/13/2015,995792,198933
35 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003100027,12/05/2014,Open,Site downloaded for cleaning,,987151,200135
965 EAST  169 STREET,BRONX,03 BRONX,Precinct 42,17,,12/04/2014,Open,Property Research Required,,1013765,240611
810 HENDRIX STREET,BROOKLYN,05 BROOKLYN,Precinct 75,42,,12/17/2014,Open,Further research is necessary to identify an owner for the property.,,1016040,180365
353 STANLEY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3043410040,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/03/2015,1013451,177815
257 HEGEMAN AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,42,3038610001,12/24/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1011391,178669
668 NEW LOTS AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3043070022,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1016080,181668
2403 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039730046,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,1026822,244345
3090 CONEY ISLAND AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3086680837,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,995396,150908
184 PARKSIDE AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3050540006,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2015,994952,177930
1840 MCDONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44,3066320022,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2015,991797,160726
1709 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075980046,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,1000123,168171
6701 11 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3057660013,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,982242,167846
101 CHRYSTIE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1003040021,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2015,985926,200833
401 WEST   24 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007220037,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2015,983898,211551
333 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019110034,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/06/2015,999560,233976
232 WILLIS AVENUE,BRONX,01 BRONX,Precinct 40,08,2022820005,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,1005517,233913
2772 NOSTRAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3076830050,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/22/2015,999515,164036
2379 ATLANTIC AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,37,3015720035,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,1010228,185612
212 WILLIS AVENUE,BRONX,01 BRONX,Precinct 40,08,2022810004,12/05/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/11/2015,1005416,233731
671 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050450006,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2015,995306,178601
351 BAINBRIDGE STREET,BROOKLYN,03 BROOKLYN,Precinct 81,41,3016830050,12/12/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/06/2015,1005695,187730
2419 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020100003,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/06/2015,1000637,237762
600 EAST  180 STREET,BRONX,06 BRONX,Precinct 48,15,2030690024,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1014221,248798
707 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008970001,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/24/2015,985940,180049
699 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026190028,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/16/2015,997585,203666
149-28 24 AVENUE,QUEENS,07 QUEENS,Precinct 109,19,4046750050,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,1035058,222533
24-28 80 STREET,QUEENS,03 QUEENS,Precinct 115,22,4010430018,11/30/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/28/2015,1015050,217656
2139 WHITE PLAINS ROAD,BRONX,11 BRONX,Precinct 49,13,,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,1020844,250578
3033 CROSS BRONX EXPRESSWAY,BRONX,10 BRONX,Precinct 45,13,2054390078,12/14/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/24/2015,1034365,239048
100 THAMES STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030140003,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1003963,196269
6002 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057840041,12/08/2014,Open,Site downloaded for cleaning,,980956,171256
215 DUFFIELD STREET,BROOKLYN,02 BROOKLYN,Precinct 84,33,3001460018,12/30/2014,Open,Graffiti Reported,,988587,191226
99 EAST    2 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004290012,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/11/2015,987749,202926
2807 EAST   21 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087790060,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,998844,152112
1401 AVENUE Z,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074350045,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,996713,153462
206-24 HILLSIDE AVENUE,QUEENS,13 QUEENS,Precinct 105,23,4105810001,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/02/2015,1051012,202141
27 EAST   13 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,02,1005710025,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,986251,206969
561 17 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,39,3008720074,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,989873,178547
715 RIVERDALE AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3038270051,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1014977,181168
2018 BERGEN STREET,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014540013,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,1008287,184878
2788 FULTON STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039460022,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/14/2015,1014260,186310
1881 GRANDCONCOURSE,BRONX,05 BRONX,Precinct 46,14,2028050056,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,1010107,248547
910 PROSPECT AVENUE,BRONX,02 BRONX,Precinct 41,17,2026900022,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1011667,238510
412 45 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007470009,12/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,981728,175693
139 NEPTUNE AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3088120108,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2015,995720,151401
2355 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039700007,12/20/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/24/2015,1026547,244044
1407 FOSTER AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3052350034,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/19/2015,994301,170163
2412 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2038460007,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,1026756,244264
2408 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2038460005,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,1026742,244249
347 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053240055,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,989796,174590
465 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1019180029,12/17/2014,Open,Site downloaded for cleaning,,1000370,235438
1632 HUTCHINSON RIVER PARKWAY,BRONX,10 BRONX,Precinct 45,13,2041530008,12/15/2014,Open,Site downloaded for cleaning,,1029458,246915
239 INDIA STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025340022,12/03/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/19/2015,998030,206239
847 PROSPECT AVENUE,BRONX,01 BRONX,Precinct 40,17,2026770025,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/13/2015,1011531,238095
24-44 49 STREET,QUEENS,01 QUEENS,Precinct 114,22,4007460085,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1010868,218132
327 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023310054,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1006240,236879
3204 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,11,2033570065,12/10/2014,Closed,Cleaning crew dispatched.  Owner refused.,04/15/2015,1018853,257363
571 WASHINGTON AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011240004,12/20/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/27/2015,994152,187254
1114 RUTLAND ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046160006,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/19/2015,1005597,181500
7821 16 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062590002,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/17/2015,983479,163128
29 MERCER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002300032,12/18/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,983774,201938
514 COURT STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3003790032,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/27/2015,984565,185643
600 RIDGEWOOD AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041360033,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/18/2015,1021091,189519
881 DUMONT AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3040610001,12/16/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/29/2015,1015892,182509
4683 PARK AVENUE,BRONX,06 BRONX,Precinct 48,15,2030320054,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/15/2015,1013952,252222
858 53 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056650030,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/12/2015,983088,171956
2163 WEST STREET,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071270050,12/31/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/12/2015,992249,156313
799 UNION STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009540073,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,990501,185290
21-28 23 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008800064,12/09/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/10/2015,1008000,223847
30 DOOLEY STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087790155,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,999512,152190
2591 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2040710018,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/21/2015,1028059,245663
113-09 SPRINGFIELD BOULEVARD,QUEENS,13 QUEENS,Precinct 105,27,4112310246,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1056254,195843
2704 WALLACE AVENUE,BRONX,11 BRONX,Precinct 49,13,2045120001,12/09/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/19/2015,1021745,254768
324 SOUNDVIEW AVENUE,BRONX,09 BRONX,Precinct 43,18,,12/31/2014,Open,Property Research Required,,1023979,235136
274 STANHOPE STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,,12/04/2014,Open,Property Research Required,,1006557,194894
112-44 GUY BREWER BOULEVARD,QUEENS,12 QUEENS,Precinct 113,28,4121800010,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/05/2015,1043512,190656
1001 TIFFANY STREET,BRONX,02 BRONX,Precinct 41,17,2027150029,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1013340,239229
148-14 94 AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4100000005,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/01/2015,1038364,194287
12 VAN DYKE STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3006000022,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/24/2015,981170,184551
